Curso;Nota;Talleres profe;Talleres Monitor;Asesorías profe;Asesorías monitor
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo diferencial;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Cálculo integral;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0;0;0;0;0
Geometría Analítica;0.01;0;0;0;0
Geometría Analítica;0.03;0;0;0;0
Cálculo integral;0.04;0;0;0;0
Cálculo diferencial;0.05;0;0;0;0
Geometría Analítica;0.05;0;0;0;0
Cálculo diferencial;0.07;0;0;0;0
Geometría Analítica;0.07;0;0;0;0
Geometría Analítica;0.08;0;0;0;0
Cálculo integral;0.1;0;0;0;0
Cálculo diferencial;0.15;0;0;0;0
Cálculo diferencial;0.15;0;0;0;0
Cálculo diferencial;0.15;0;0;0;0
Geometría Analítica;0.15;0;0;0;0
Geometría Analítica;0.17;0;0;0;0
Geometría Analítica;0.17;0;0;0;0
Geometría Analítica;0.18;0;0;0;0
Geometría Analítica;0.19;0;0;0;0
Geometría Analítica;0.19;0;0;0;0
Cálculo diferencial;0.2;0;0;0;0
Cálculo diferencial;0.22;0;0;0;0
Geometría Analítica;0.23;0;0;0;0
Geometría Analítica;0.24;0;0;0;0
Cálculo diferencial;0.25;0;0;0;0
Cálculo diferencial;0.25;0;0;0;0
Cálculo diferencial;0.25;0;0;0;0
Cálculo diferencial;0.25;0;0;0;0
Cálculo integral;0.26;0;0;0;0
Cálculo diferencial;0.27;0;0;0;0
Geometría Analítica;0.27;0;0;0;0
Geometría Analítica;0.27;0;0;0;0
Cálculo diferencial;0.28;0;0;0;0
Geometría Analítica;0.28;0;0;0;0
Cálculo diferencial;0.29;0;0;0;0
Cálculo diferencial;0.3;0;0;0;0
Cálculo integral;0.3;0;0;0;0
Cálculo integral;0.3;0;0;0;0
Cálculo diferencial;0.32;0;0;0;0
Geometría Analítica;0.32;0;0;0;0
Cálculo integral;0.34;0;0;0;0
Cálculo diferencial;0.4;0;0;0;0
Cálculo diferencial;0.42;0;0;0;0
Geometría Analítica;0.42;0;0;0;0
Geometría Analítica;0.42;0;0;0;0
Geometría Analítica;0.43;0;0;0;0
Geometría Analítica;0.45;0;0;0;0
Cálculo diferencial;0.46;0;0;0;0
Cálculo integral;0.46;0;0;0;0
Cálculo diferencial;0.5;0;0;0;0
Cálculo diferencial;0.5;0;0;0;0
Cálculo diferencial;0.52;0;0;0;0
Cálculo diferencial;0.54;0;0;0;0
Geometría Analítica;0.54;0;0;0;0
Cálculo diferencial;0.55;0;0;0;0
Cálculo diferencial;0.55;0;0;0;0
Cálculo diferencial;0.55;0;0;0;0
Cálculo diferencial;0.56;0;0;0;0
Geometría Analítica;0.56;0;0;0;0
Geometría Analítica;0.57;0;0;0;0
Geometría Analítica;0.57;0;0;0;0
Cálculo diferencial;0.58;0;0;0;0
Geometría Analítica;0.58;0;0;0;0
Cálculo diferencial;0.59;0;0;0;0
Cálculo diferencial;0.59;0;0;0;0
Cálculo diferencial;0.6;0;0;0;0
Cálculo integral;0.6;0;0;0;0
Cálculo integral;0.6;0;0;0;0
Geometría Analítica;0.6;0;0;0;0
Cálculo diferencial;0.62;0;0;0;0
Geometría Analítica;0.62;0;0;0;0
Geometría Analítica;0.64;0;0;0;0
Cálculo diferencial;0.65;0;0;0;0
Geometría Analítica;0.65;0;0;0;0
Geometría Analítica;0.67;0;0;0;0
Geometría Analítica;0.67;0;0;0;0
Cálculo diferencial;0.69;0;1;0;0
Cálculo diferencial;0.7;0;0;0;0
Geometría Analítica;0.7;0;0;0;0
Cálculo integral;0.72;3;0;1;1
Geometría Analítica;0.72;0;0;0;0
Geometría Analítica;0.72;0;0;0;0
Cálculo diferencial;0.75;0;0;0;0
Cálculo diferencial;0.75;0;0;0;0
Cálculo diferencial;0.75;0;0;0;0
Cálculo diferencial;0.75;0;0;0;0
Geometría Analítica;0.75;0;0;0;0
Geometría Analítica;0.75;0;0;0;0
Geometría Analítica;0.75;0;0;0;0
Cálculo diferencial;0.76;0;0;0;0
Cálculo diferencial;0.78;0;0;0;0
Cálculo diferencial;0.8;0;0;0;0
Cálculo integral;0.8;0;0;0;0
Cálculo diferencial;0.81;2;1;0;0
Geometría Analítica;0.81;0;0;0;0
Cálculo diferencial;0.82;0;0;0;0
Cálculo diferencial;0.84;0;0;0;0
Geometría Analítica;0.84;0;0;0;0
Cálculo diferencial;0.87;0;0;0;0
Cálculo diferencial;0.87;0;0;0;0
Geometría Analítica;0.88;0;0;0;0
Geometría Analítica;0.88;0;0;0;0
Geometría Analítica;0.89;0;0;0;0
Cálculo diferencial;0.9;0;0;0;0
Cálculo diferencial;0.9;2;0;0;0
Geometría Analítica;0.9;0;0;0;0
Geometría Analítica;0.9;0;0;0;0
Cálculo diferencial;0.92;0;0;0;0
Geometría Analítica;0.92;0;0;0;0
Cálculo diferencial;0.94;0;0;0;0
Cálculo diferencial;0.94;0;0;0;0
Geometría Analítica;0.96;0;0;0;0
Geometría Analítica;0.97;0;0;0;0
Cálculo integral;0.98;0;0;0;0
Geometría Analítica;0.98;0;0;0;0
Cálculo diferencial;0.99;0;1;0;0
Geometría Analítica;0.99;0;0;0;0
Cálculo diferencial;1;0;0;0;0
Cálculo diferencial;1;0;0;0;0
Cálculo diferencial;1;0;0;1;0
Cálculo diferencial;1;0;0;0;0
Cálculo diferencial;1;0;0;0;0
Geometría Analítica;1.02;0;0;0;0
Geometría Analítica;1.02;0;0;0;0
Geometría Analítica;1.05;0;0;0;0
Cálculo diferencial;1.06;0;0;0;0
Geometría Analítica;1.06;0;0;0;0
Geometría Analítica;1.08;0;0;0;0
Geometría Analítica;1.09;0;0;0;0
Cálculo diferencial;1.1;0;0;0;0
Geometría Analítica;1.1;0;0;0;0
Cálculo integral;1.14;0;0;0;0
Geometría Analítica;1.14;0;0;0;0
Cálculo diferencial;1.15;0;0;0;0
Geometría Analítica;1.15;0;0;0;0
Geometría Analítica;1.17;0;0;0;0
Geometría Analítica;1.17;0;0;0;0
Geometría Analítica;1.17;0;0;0;0
Geometría Analítica;1.19;0;0;0;0
Geometría Analítica;1.19;0;0;0;0
Cálculo diferencial;1.2;0;0;0;0
Cálculo diferencial;1.2;0;0;0;0
Cálculo diferencial;1.21;0;0;0;0
Cálculo integral;1.21;0;0;0;0
Cálculo diferencial;1.22;0;0;0;0
Cálculo integral;1.22;0;0;0;0
Geometría Analítica;1.23;0;0;0;0
Geometría Analítica;1.24;0;0;0;0
Cálculo diferencial;1.25;0;0;0;0
Cálculo diferencial;1.25;0;0;1;0
Cálculo integral;1.26;2;0;0;0
Geometría Analítica;1.26;0;0;0;0
Geometría Analítica;1.27;0;0;0;0
Geometría Analítica;1.29;0;0;0;0
Geometría Analítica;1.29;0;0;0;0
Cálculo integral;1.3;0;0;0;0
Cálculo integral;1.3;0;0;0;0
Cálculo integral;1.3;0;0;0;0
Geometría Analítica;1.31;0;0;0;0
Cálculo diferencial;1.32;0;0;0;0
Cálculo diferencial;1.32;0;0;0;0
Cálculo integral;1.32;1;0;0;0
Geometría Analítica;1.34;0;0;0;0
Cálculo diferencial;1.35;0;0;0;0
Cálculo diferencial;1.35;0;0;0;0
Cálculo diferencial;1.35;0;0;0;0
Geometría Analítica;1.35;0;0;0;0
Cálculo integral;1.36;0;0;0;0
Cálculo integral;1.36;0;0;0;0
Cálculo diferencial;1.37;0;0;0;0
Geometría Analítica;1.37;0;0;0;0
Geometría Analítica;1.38;0;0;0;0
Cálculo integral;1.39;1;0;0;0
Cálculo integral;1.39;1;0;0;0
Geometría Analítica;1.4;0;0;0;0
Cálculo integral;1.41;1;0;0;0
Cálculo diferencial;1.42;1;0;0;0
Geometría Analítica;1.42;0;0;0;0
Cálculo diferencial;1.43;0;0;0;0
Geometría Analítica;1.43;0;0;0;0
Geometría Analítica;1.44;0;0;0;0
Geometría Analítica;1.45;0;0;0;0
Geometría Analítica;1.47;0;0;0;0
Cálculo integral;1.48;2;0;0;0
Geometría Analítica;1.48;0;0;0;0
Geometría Analítica;1.49;0;0;0;0
Geometría Analítica;1.49;0;0;0;0
Cálculo diferencial;1.5;0;0;0;0
Cálculo diferencial;1.5;0;0;0;0
Geometría Analítica;1.5;0;0;0;0
Cálculo diferencial;1.51;0;0;0;0
Cálculo diferencial;1.52;0;0;0;0
Cálculo diferencial;1.52;0;0;0;0
Cálculo integral;1.52;0;0;0;0
Cálculo diferencial;1.53;0;0;0;0
Cálculo integral;1.54;2;0;0;0
Cálculo integral;1.56;0;0;0;0
Cálculo integral;1.56;1;0;0;0
Geometría Analítica;1.56;0;0;0;0
Cálculo diferencial;1.57;0;0;0;0
Cálculo diferencial;1.57;0;0;0;0
Geometría Analítica;1.57;0;0;0;0
Cálculo integral;1.58;0;0;0;0
Cálculo integral;1.58;0;0;0;0
Geometría Analítica;1.59;0;0;0;0
Cálculo diferencial;1.6;0;0;0;0
Cálculo diferencial;1.6;0;0;0;0
Cálculo integral;1.6;0;0;0;0
Cálculo integral;1.6;0;0;0;0
Cálculo integral;1.6;1;0;0;0
Cálculo integral;1.6;0;0;0;0
Geometría Analítica;1.6;0;0;0;0
Geometría Analítica;1.6;0;0;0;0
Cálculo diferencial;1.62;0;0;0;0
Cálculo diferencial;1.62;2;0;1;0
Cálculo integral;1.62;0;0;0;0
Cálculo diferencial;1.64;0;0;0;0
Cálculo integral;1.64;0;0;0;0
Geometría Analítica;1.64;0;0;0;0
Geometría Analítica;1.64;0;0;0;0
Geometría Analítica;1.64;0;0;0;0
Cálculo diferencial;1.65;0;1;0;1
Cálculo diferencial;1.65;0;0;0;0
Geometría Analítica;1.65;0;0;0;0
Geometría Analítica;1.65;0;0;0;0
Geometría Analítica;1.65;0;0;0;0
Cálculo integral;1.66;0;0;0;0
Geometría Analítica;1.66;0;0;0;0
Geometría Analítica;1.66;0;0;0;0
Cálculo diferencial;1.67;0;0;0;0
Geometría Analítica;1.67;0;0;0;0
Cálculo diferencial;1.68;0;0;0;0
Cálculo diferencial;1.68;0;0;0;0
Cálculo integral;1.68;0;0;0;0
Cálculo integral;1.68;0;0;0;0
Cálculo integral;1.68;0;0;0;0
Cálculo diferencial;1.69;0;0;0;0
Geometría Analítica;1.69;0;0;0;0
Geometría Analítica;1.69;0;0;0;0
Cálculo diferencial;1.7;2;0;0;0
Cálculo diferencial;1.7;0;1;0;0
Cálculo integral;1.7;0;0;0;0
Cálculo integral;1.7;0;0;0;0
Cálculo integral;1.7;1;0;0;0
Cálculo integral;1.7;4;3;1;0
Geometría Analítica;1.71;0;0;0;0
Cálculo diferencial;1.72;0;1;0;0
Cálculo diferencial;1.72;0;0;0;0
Cálculo integral;1.72;0;0;0;0
Cálculo integral;1.72;0;0;0;0
Cálculo diferencial;1.73;0;0;0;0
Geometría Analítica;1.73;0;0;0;0
Geometría Analítica;1.73;0;0;0;0
Cálculo integral;1.74;1;0;0;0
Cálculo diferencial;1.75;0;0;0;0
Cálculo diferencial;1.75;0;0;0;0
Cálculo integral;1.75;0;0;0;0
Cálculo integral;1.75;0;0;0;0
Geometría Analítica;1.75;0;0;0;0
Geometría Analítica;1.75;0;0;0;0
Cálculo diferencial;1.76;0;0;0;0
Cálculo diferencial;1.76;0;0;0;0
Cálculo diferencial;1.76;0;1;0;0
Cálculo integral;1.76;0;0;0;0
Cálculo integral;1.76;4;0;4;2
Cálculo integral;1.76;0;0;0;0
Cálculo diferencial;1.77;0;0;0;0
Cálculo diferencial;1.77;0;0;0;0
Cálculo diferencial;1.77;0;0;0;0
Cálculo integral;1.77;3;0;0;0
Geometría Analítica;1.77;0;0;0;0
Geometría Analítica;1.77;0;0;0;0
Geometría Analítica;1.77;0;0;0;0
Geometría Analítica;1.77;0;0;0;0
Cálculo diferencial;1.78;0;0;0;1
Cálculo integral;1.78;1;0;0;0
Geometría Analítica;1.79;0;0;0;0
Cálculo diferencial;1.8;0;0;0;0
Cálculo diferencial;1.8;0;0;0;0
Cálculo diferencial;1.8;0;0;2;0
Cálculo integral;1.8;0;0;0;0
Cálculo integral;1.8;0;0;0;0
Cálculo integral;1.8;0;0;0;0
Geometría Analítica;1.8;0;0;0;0
Cálculo integral;1.82;2;0;0;0
Cálculo integral;1.82;0;0;0;0
Cálculo integral;1.82;0;0;0;0
Cálculo diferencial;1.84;0;0;0;0
Cálculo integral;1.84;0;0;0;0
Cálculo integral;1.84;0;0;0;0
Cálculo diferencial;1.85;0;0;0;0
Cálculo diferencial;1.85;0;1;0;0
Cálculo diferencial;1.85;0;0;0;0
Cálculo diferencial;1.85;0;0;0;0
Cálculo diferencial;1.85;0;0;0;0
Cálculo diferencial;1.85;0;0;0;0
Cálculo integral;1.85;0;0;0;0
Cálculo integral;1.85;0;0;0;0
Geometría Analítica;1.85;0;0;0;0
Geometría Analítica;1.85;0;0;0;0
Cálculo diferencial;1.86;0;0;0;0
Cálculo diferencial;1.86;0;0;0;0
Cálculo integral;1.86;0;0;0;0
Geometría Analítica;1.86;0;0;0;0
Cálculo diferencial;1.87;0;0;0;0
Cálculo diferencial;1.87;0;0;0;0
Cálculo integral;1.88;0;0;0;0
Cálculo integral;1.88;3;3;0;0
Cálculo integral;1.88;0;0;0;0
Geometría Analítica;1.88;0;0;0;0
Geometría Analítica;1.88;0;0;0;0
Geometría Analítica;1.88;0;0;0;0
Cálculo diferencial;1.89;0;1;0;0
Geometría Analítica;1.89;0;0;0;0
Geometría Analítica;1.89;0;0;0;0
Cálculo integral;1.9;3;2;0;0
Cálculo integral;1.9;1;0;0;0
Cálculo integral;1.9;0;0;0;0
Geometría Analítica;1.9;0;0;0;0
Geometría Analítica;1.9;0;0;0;0
Cálculo diferencial;1.91;0;0;0;0
Cálculo integral;1.91;3;0;0;0
Geometría Analítica;1.91;0;0;0;0
Geometría Analítica;1.91;0;0;0;0
Cálculo diferencial;1.92;0;0;1;0
Cálculo integral;1.92;0;0;0;0
Cálculo integral;1.92;0;0;0;0
Cálculo integral;1.92;0;0;0;0
Geometría Analítica;1.92;0;0;0;0
Geometría Analítica;1.92;0;0;0;0
Geometría Analítica;1.93;0;0;0;0
Cálculo diferencial;1.94;4;1;0;0
Cálculo integral;1.94;1;0;0;0
Cálculo diferencial;1.95;0;0;0;0
Cálculo diferencial;1.95;0;0;0;0
Geometría Analítica;1.95;0;0;0;0
Geometría Analítica;1.95;0;0;0;0
Geometría Analítica;1.95;0;0;0;0
Cálculo diferencial;1.96;0;0;0;0
Cálculo diferencial;1.97;0;0;0;0
Cálculo integral;1.97;0;0;0;0
Cálculo integral;1.98;0;0;0;0
Cálculo integral;1.98;0;0;0;0
Geometría Analítica;1.98;0;0;0;2
Geometría Analítica;1.99;0;0;0;0
Geometría Analítica;1.99;0;0;0;0
Geometría Analítica;1.99;0;0;0;0
Geometría Analítica;1.99;0;0;0;0
Cálculo diferencial;2;0;0;0;0
Cálculo diferencial;2;0;0;0;0
Cálculo diferencial;2;0;0;0;0
Cálculo integral;2;1;0;0;0
Cálculo integral;2;0;0;0;0
Cálculo integral;2;2;0;0;0
Cálculo integral;2;1;0;0;0
Cálculo integral;2;1;0;0;0
Cálculo integral;2;0;2;0;0
Geometría Analítica;2;0;0;0;2
Geometría Analítica;2;0;0;0;0
Geometría Analítica;2;0;0;0;0
Cálculo integral;2.01;0;0;0;0
Geometría Analítica;2.01;0;0;0;0
Geometría Analítica;2.01;0;0;0;0
Cálculo diferencial;2.02;0;0;0;0
Cálculo diferencial;2.02;0;0;0;0
Cálculo diferencial;2.02;0;0;0;0
Cálculo integral;2.02;0;0;0;0
Cálculo integral;2.02;0;1;1;0
Cálculo integral;2.02;0;0;0;0
Cálculo integral;2.02;0;0;0;0
Geometría Analítica;2.02;0;0;0;0
Geometría Analítica;2.02;0;0;0;0
Cálculo diferencial;2.03;0;0;0;0
Cálculo diferencial;2.03;0;0;0;0
Geometría Analítica;2.03;0;0;0;1
Geometría Analítica;2.03;0;0;0;0
Cálculo diferencial;2.04;0;0;0;1
Cálculo diferencial;2.04;0;0;0;0
Cálculo integral;2.04;2;0;0;0
Geometría Analítica;2.04;0;0;0;0
Geometría Analítica;2.04;0;0;0;0
Cálculo diferencial;2.05;0;0;0;0
Geometría Analítica;2.05;0;0;0;0
Cálculo diferencial;2.06;0;0;0;0
Cálculo diferencial;2.06;0;0;0;0
Cálculo diferencial;2.06;1;1;0;0
Cálculo integral;2.06;0;0;0;0
Cálculo diferencial;2.07;1;0;0;0
Cálculo diferencial;2.07;0;0;0;0
Cálculo diferencial;2.07;0;0;0;0
Cálculo integral;2.07;0;0;0;0
Geometría Analítica;2.07;0;0;0;0
Cálculo integral;2.08;0;0;0;0
Geometría Analítica;2.08;0;1;0;0
Cálculo diferencial;2.09;0;0;0;0
Cálculo integral;2.09;0;0;0;0
Cálculo integral;2.09;0;0;0;0
Cálculo diferencial;2.1;0;0;0;0
Cálculo diferencial;2.1;0;0;0;0
Cálculo diferencial;2.1;0;0;0;0
Cálculo integral;2.1;1;0;0;0
Geometría Analítica;2.1;0;0;0;0
Geometría Analítica;2.1;0;0;0;0
Geometría Analítica;2.1;0;0;0;0
Geometría Analítica;2.1;0;0;0;0
Cálculo diferencial;2.12;0;0;0;0
Cálculo diferencial;2.12;0;0;1;0
Cálculo diferencial;2.12;0;0;0;0
Cálculo diferencial;2.12;0;0;0;0
Cálculo integral;2.12;0;0;0;0
Geometría Analítica;2.12;0;0;0;0
Cálculo diferencial;2.13;0;0;0;0
Cálculo integral;2.13;1;0;1;0
Cálculo integral;2.13;0;0;0;0
Geometría Analítica;2.13;0;0;0;0
Geometría Analítica;2.13;0;0;0;0
Cálculo diferencial;2.14;0;0;0;0
Cálculo diferencial;2.14;0;0;0;0
Cálculo integral;2.14;0;0;0;0
Cálculo diferencial;2.15;0;0;0;0
Cálculo diferencial;2.15;0;0;0;0
Cálculo diferencial;2.15;0;0;0;0
Cálculo diferencial;2.15;0;0;0;0
Cálculo diferencial;2.16;0;1;0;0
Cálculo diferencial;2.16;0;0;0;0
Cálculo integral;2.16;1;0;0;0
Geometría Analítica;2.16;0;0;0;0
Cálculo diferencial;2.17;0;0;0;0
Cálculo integral;2.17;0;0;0;0
Cálculo integral;2.17;0;1;0;0
Cálculo integral;2.18;0;0;0;0
Geometría Analítica;2.18;0;0;0;0
Geometría Analítica;2.19;0;0;0;0
Geometría Analítica;2.19;0;0;0;0
Cálculo diferencial;2.2;0;0;0;0
Cálculo diferencial;2.2;0;0;0;0
Cálculo diferencial;2.2;0;0;0;0
Cálculo integral;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.2;0;0;0;0
Geometría Analítica;2.21;0;0;0;0
Geometría Analítica;2.21;0;0;0;0
Geometría Analítica;2.21;0;0;0;0
Cálculo diferencial;2.22;0;0;0;2
Cálculo diferencial;2.22;0;0;0;0
Cálculo diferencial;2.22;0;0;0;0
Cálculo diferencial;2.22;0;0;0;0
Cálculo diferencial;2.22;0;0;0;0
Cálculo integral;2.22;1;1;0;0
Cálculo integral;2.22;1;0;0;0
Cálculo integral;2.22;4;0;0;0
Cálculo integral;2.22;0;0;0;0
Geometría Analítica;2.22;0;0;0;0
Geometría Analítica;2.22;0;0;0;0
Geometría Analítica;2.22;0;0;0;0
Cálculo integral;2.23;0;0;0;1
Geometría Analítica;2.23;0;0;0;0
Geometría Analítica;2.23;0;0;0;0
Geometría Analítica;2.23;0;0;0;0
Cálculo integral;2.24;0;0;0;0
Cálculo integral;2.24;0;0;0;0
Cálculo integral;2.24;0;0;0;0
Cálculo integral;2.24;0;0;0;0
Geometría Analítica;2.24;0;0;0;0
Geometría Analítica;2.24;0;0;0;0
Cálculo diferencial;2.25;0;0;0;0
Cálculo diferencial;2.25;0;0;0;0
Cálculo diferencial;2.25;0;0;0;0
Cálculo diferencial;2.25;0;0;1;0
Cálculo diferencial;2.25;0;0;0;0
Geometría Analítica;2.25;0;0;0;0
Geometría Analítica;2.26;0;0;0;0
Cálculo diferencial;2.27;4;0;1;0
Cálculo diferencial;2.27;0;0;0;0
Cálculo integral;2.27;0;0;0;0
Cálculo integral;2.27;0;0;0;0
Geometría Analítica;2.27;0;0;0;0
Geometría Analítica;2.27;0;0;0;0
Cálculo diferencial;2.28;0;0;0;0
Cálculo diferencial;2.28;1;0;0;0
Geometría Analítica;2.28;0;0;0;0
Cálculo diferencial;2.29;0;0;0;0
Geometría Analítica;2.29;0;0;0;0
Geometría Analítica;2.29;0;0;0;0
Cálculo diferencial;2.3;0;0;0;0
Cálculo diferencial;2.3;0;0;0;0
Cálculo integral;2.3;0;0;0;0
Geometría Analítica;2.3;0;1;0;0
Geometría Analítica;2.3;0;0;0;0
Cálculo diferencial;2.31;0;0;0;0
Geometría Analítica;2.31;0;0;0;0
Geometría Analítica;2.31;0;0;0;0
Cálculo diferencial;2.32;2;2;0;0
Cálculo integral;2.32;2;0;0;0
Cálculo integral;2.32;0;0;0;0
Geometría Analítica;2.32;0;0;0;0
Geometría Analítica;2.32;0;0;0;0
Geometría Analítica;2.33;0;0;0;0
Cálculo diferencial;2.34;0;0;0;0
Cálculo diferencial;2.34;0;0;0;0
Cálculo diferencial;2.34;0;0;0;0
Cálculo integral;2.34;2;0;0;0
Cálculo integral;2.34;1;0;0;0
Cálculo integral;2.34;1;0;0;0
Cálculo integral;2.34;0;0;0;2
Geometría Analítica;2.34;0;1;0;0
Geometría Analítica;2.34;0;0;0;0
Cálculo diferencial;2.35;0;0;0;1
Cálculo diferencial;2.35;0;0;0;0
Cálculo diferencial;2.35;0;0;0;0
Cálculo diferencial;2.35;0;0;0;0
Cálculo integral;2.35;3;0;0;0
Geometría Analítica;2.35;0;0;0;0
Geometría Analítica;2.35;0;0;0;0
Cálculo integral;2.36;0;0;0;0
Cálculo integral;2.36;0;1;0;0
Cálculo integral;2.36;3;1;0;0
Cálculo integral;2.36;0;0;0;0
Geometría Analítica;2.36;0;0;0;0
Cálculo diferencial;2.37;0;0;0;0
Cálculo diferencial;2.37;0;0;0;0
Cálculo integral;2.37;0;0;0;0
Geometría Analítica;2.37;0;0;0;0
Geometría Analítica;2.37;0;0;0;0
Cálculo integral;2.38;0;0;0;0
Cálculo integral;2.38;4;0;0;0
Cálculo diferencial;2.39;0;0;0;0
Geometría Analítica;2.39;0;0;0;0
Geometría Analítica;2.39;0;0;0;0
Cálculo diferencial;2.4;0;0;0;0
Cálculo diferencial;2.4;0;0;0;0
Cálculo integral;2.4;0;0;0;0
Cálculo integral;2.4;0;0;0;0
Cálculo integral;2.4;0;0;0;0
Cálculo integral;2.4;0;0;0;0
Cálculo integral;2.4;0;0;0;0
Cálculo integral;2.4;2;0;0;0
Geometría Analítica;2.41;0;0;0;0
Cálculo diferencial;2.42;2;0;0;0
Cálculo diferencial;2.42;0;0;0;0
Cálculo integral;2.42;0;0;0;0
Cálculo integral;2.42;2;0;0;0
Cálculo diferencial;2.43;0;0;0;0
Cálculo diferencial;2.43;0;0;0;0
Cálculo diferencial;2.43;0;0;0;0
Cálculo integral;2.43;2;1;0;0
Geometría Analítica;2.43;0;0;0;0
Geometría Analítica;2.43;0;0;0;0
Geometría Analítica;2.43;0;0;0;0
Cálculo diferencial;2.44;0;0;0;0
Geometría Analítica;2.44;0;0;0;0
Cálculo diferencial;2.45;0;0;0;0
Cálculo diferencial;2.45;0;0;1;0
Cálculo diferencial;2.45;0;0;0;0
Geometría Analítica;2.45;0;0;0;0
Geometría Analítica;2.45;0;0;0;0
Cálculo diferencial;2.46;0;1;0;0
Cálculo diferencial;2.46;0;0;0;0
Cálculo diferencial;2.46;0;0;0;0
Cálculo integral;2.46;0;0;0;0
Cálculo integral;2.46;0;0;0;0
Cálculo integral;2.46;0;0;0;0
Cálculo integral;2.46;0;0;0;0
Cálculo integral;2.46;3;0;0;2
Cálculo integral;2.46;0;0;0;0
Cálculo integral;2.46;1;0;0;0
Geometría Analítica;2.46;0;0;0;0
Geometría Analítica;2.46;0;0;0;0
Geometría Analítica;2.46;0;0;0;0
Cálculo diferencial;2.47;0;0;0;0
Cálculo diferencial;2.47;0;0;0;0
Cálculo diferencial;2.47;0;0;0;0
Cálculo diferencial;2.47;2;3;0;0
Geometría Analítica;2.47;0;0;0;0
Cálculo diferencial;2.48;0;0;0;0
Cálculo diferencial;2.48;0;0;0;0
Cálculo integral;2.48;0;0;0;0
Cálculo integral;2.48;0;0;0;0
Cálculo integral;2.48;3;1;0;0
Cálculo integral;2.48;1;0;0;0
Cálculo integral;2.48;0;0;0;0
Cálculo integral;2.48;0;0;3;0
Geometría Analítica;2.48;0;0;0;0
Geometría Analítica;2.48;0;0;0;0
Cálculo diferencial;2.49;0;0;0;0
Geometría Analítica;2.49;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;1;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo diferencial;2.5;1;0;1;0
Cálculo diferencial;2.5;0;0;0;0
Cálculo integral;2.5;0;1;0;0
Cálculo integral;2.5;0;0;0;0
Cálculo integral;2.5;0;1;0;0
Geometría Analítica;2.5;0;0;0;0
Geometría Analítica;2.5;0;0;0;0
Geometría Analítica;2.5;0;0;0;0
Geometría Analítica;2.5;0;0;0;0
Cálculo integral;2.51;0;0;2;0
Geometría Analítica;2.51;0;0;0;0
Geometría Analítica;2.51;0;0;0;0
Geometría Analítica;2.51;0;0;0;0
Geometría Analítica;2.51;0;0;0;0
Geometría Analítica;2.51;0;0;0;0
Geometría Analítica;2.51;0;0;0;0
Cálculo diferencial;2.52;0;0;0;0
Cálculo diferencial;2.52;0;0;0;0
Cálculo diferencial;2.52;0;0;0;0
Cálculo diferencial;2.52;0;0;0;0
Cálculo integral;2.52;2;0;0;0
Cálculo integral;2.52;2;0;0;0
Cálculo integral;2.52;0;0;0;0
Cálculo integral;2.52;4;4;0;0
Geometría Analítica;2.52;0;0;0;0
Geometría Analítica;2.52;0;0;0;0
Geometría Analítica;2.52;0;0;0;0
Geometría Analítica;2.52;0;0;0;0
Geometría Analítica;2.52;0;0;0;0
Cálculo diferencial;2.53;0;0;0;0
Cálculo integral;2.53;0;0;0;0
Geometría Analítica;2.53;0;0;0;0
Geometría Analítica;2.53;0;0;0;0
Geometría Analítica;2.53;0;0;0;0
